a17815d19-dd095fafe,3,1,0,1
ef962536f-a17815d19,3,0,1,1
b984e84d9-ef962536f,3,1,0,1
0ab101421-b984e84d9,0,0,0,0
925e5311e-0ab101421,0,0,0,0
7b3327399-925e5311e,0,0,0,2
08e14f79e-7b3327399,0,0,0,0
70a3fdffa-08e14f79e,0,0,0,0
2f47d47dc-70a3fdffa,0,0,0,0
14e9cebbd-2f47d47dc,7,2,0,6
d8d27c326-14e9cebbd,109,0,2,12
f6f2c5e5f-d8d27c326,0,0,0,2
f24e6b722-f6f2c5e5f,0,0,0,0
2cc1975ae-f24e6b722,0,0,0,0
31d780dcb-2cc1975ae,0,0,0,0
781a7c3fa-31d780dcb,0,0,0,0
727099562-781a7c3fa,0,0,0,0
d2a202405-727099562,0,0,0,2
333699ef5-d2a202405,0,0,0,0
08682e78f-333699ef5,0,0,0,0
9d4fbcffa-08682e78f,6,3,0,4
ae3871610-9d4fbcffa,0,0,0,0
97cd681d5-ae3871610,0,0,0,0
555b8c344-97cd681d5,0,0,0,0
a276ca66f-555b8c344,0,0,0,0
c7f63bb0b-a276ca66f,0,0,0,0
b0eeb8c44-c7f63bb0b,0,0,0,0
ad2d67f14-b0eeb8c44,0,0,0,0
5c9e67b1b-ad2d67f14,0,0,0,0
2f431d111-5c9e67b1b,0,0,0,1
e60d97073-2f431d111,0,0,0,0
3258cee03-e60d97073,10,0,0,3
c6458c774-3258cee03,0,0,0,0
b5da063dd-c6458c774,0,0,0,0
a76c27525-b5da063dd,0,0,0,0
7fe8a6bf6-a76c27525,1,0,0,1
4c29ac4c3-7fe8a6bf6,0,0,0,0
398b08cef-4c29ac4c3,10,0,0,3
14735a856-398b08cef,10,0,0,3
ac772b97e-14735a856,32,0,1,20
9d0c24734-ac772b97e,4,1,0,1
120da4f7a-9d0c24734,6,2,0,1
20931263c-120da4f7a,32,1,0,20
f1eca4bd3-20931263c,0,0,0,0
e3ec36b0a-f1eca4bd3,11,0,2,5
e0ca6c379-e3ec36b0a,21,0,1,13
df1786ff8-e0ca6c379,0,0,0,0
329de9348-df1786ff8,24,0,0,0
c6065c8df-329de9348,0,0,0,0
bbc687aea-c6065c8df,0,0,0,1
040fe8105-bbc687aea,4,0,0,3
8140eaf50-040fe8105,4,0,0,3
d560a210b-8140eaf50,0,0,0,0
91093ff8c-d560a210b,4,0,0,3
06fb5623d-91093ff8c,5,1,0,3
0eb1d4d47-06fb5623d,10,0,1,7
04b16fd98-0eb1d4d47,0,0,0,0
e283ae728-04b16fd98,5,0,0,3
4db0754a8-e283ae728,8,1,0,5
330c7d916-4db0754a8,0,0,0,0
b41e69af2-330c7d916,8,0,1,5
c74be39b4-b41e69af2,5,1,0,2
b1e5430f5-c74be39b4,8,0,1,5
07e3b3d91-b1e5430f5,8,1,0,5
b3c772c74-07e3b3d91,3,1,0,3
49156689e-b3c772c74,0,0,0,0
f2d9c138f-49156689e,2,0,0,1
5c0c994d0-f2d9c138f,8,0,0,14
86a64d79f-5c0c994d0,0,0,0,0
5270a2732-86a64d79f,0,0,0,0
caf5b017e-5270a2732,0,0,0,0
a307d81ad-caf5b017e,0,0,0,14
f9425b022-a307d81ad,23,0,0,8
3b03ce3e5-f9425b022,0,0,0,5
deab3d5dc-3b03ce3e5,0,0,0,14
f90fbb9cd-deab3d5dc,23,0,0,22
f12656410-f90fbb9cd,23,0,0,13
4cd33267f-f12656410,0,0,0,0
9f19a89bc-4cd33267f,0,0,0,1
c49289ae7-9f19a89bc,0,1,1,2
e05ee172b-c49289ae7,0,0,0,0
649c2fe04-e05ee172b,0,0,0,1
c08359a25-649c2fe04,0,0,0,0
308204f62-c08359a25,0,0,0,2
57c0ca41e-308204f62,0,0,0,0
4d0e06064-57c0ca41e,0,0,0,1
af30c4349-4d0e06064,0,0,0,0
5ee3dfb51-af30c4349,0,0,0,0
0b27f9c6a-5ee3dfb51,0,0,0,3
c53890977-0b27f9c6a,0,0,0,4
84b7f739e-c53890977,0,0,0,0
c0495e705-84b7f739e,0,0,0,4
54363d6e7-c0495e705,0,0,0,3
d195f4d7f-54363d6e7,0,0,0,0
b68aea457-d195f4d7f,0,0,0,4
f0b4d2111-b68aea457,0,0,0,3
ab8c3daa4-f0b4d2111,0,0,0,1
2684958cd-ab8c3daa4,0,0,0,2
9979599c1-2684958cd,0,0,0,0
f769c6402-9979599c1,0,0,0,1
